,director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
1387,Sam Peckinpah,William Holden,Ernest Borgnine,Robert Ryan,Adventure Western,the wild bunch,William Holden Ernest Borgnine Robert Ryan Sam Peckinpah Adventure Western
1388,Teruo Ishii,Teruo Yoshida,Masumi Tachibana,Asao Koike,Comedy Drama Horror,inferno of torture,Teruo Yoshida Masumi Tachibana Asao Koike Teruo Ishii Comedy Drama Horror
1389,J. Lee Thompson,Gregory Peck,Omar Sharif,Camilla Sparv,Adventure Action Western,mackenna's gold,Gregory Peck Omar Sharif Camilla Sparv J. Lee Thompson Adventure Action Western
1390,Gene Kelly,Barbra Streisand,Walter Matthau,Michael Crawford,Comedy Romance Music,"hello, dolly!",Barbra Streisand Walter Matthau Michael Crawford Gene Kelly Comedy Romance Music
1391,Kimio Yabuki,Susumu Ishikawa,Toshiko Fujita,Rumi Sakakibara,Family Action Adventure Comedy Animation,the wonderful world of puss 'n boots,Susumu Ishikawa Toshiko Fujita Rumi Sakakibara Kimio Yabuki Family Action Adventure Comedy Animation
1392,Henri Verneuil,Jean Gabin,Alain Delon,Lino Ventura,Crime,the sicilian clan,Jean Gabin Alain Delon Lino Ventura Henri Verneuil Crime
1393,Ishirō Honda,Tomonori Yazaki,Hideyo Amamoto,Sachio Sakai,Fantasy Science Fiction Family,all monsters attack,Tomonori Yazaki Hideyo Amamoto Sachio Sakai Ishirō Honda Fantasy Science Fiction Family
1394,Jean-Pierre Melville,Lino Ventura,Paul Meurisse,Jean-Pierre Cassel,War Drama Thriller,army of shadows,Lino Ventura Paul Meurisse Jean-Pierre Cassel Jean-Pierre Melville War Drama Thriller
1395,Burt Kennedy,James Garner,Joan Hackett,Walter Brennan,Comedy Western,support your local sheriff!,James Garner Joan Hackett Walter Brennan Burt Kennedy Comedy Western
1396,Joshua Logan,Lee Marvin,Clint Eastwood,Jean Seberg,Drama Action Comedy Western Music,paint your wagon,Lee Marvin Clint Eastwood Jean Seberg Joshua Logan Drama Action Comedy Western Music
1397,Andrew V. McLaglen,John Wayne,Rock Hudson,Antonio Aguilar,Western,the undefeated,John Wayne Rock Hudson Antonio Aguilar Andrew V. McLaglen Western
1398,Ottavio Alessi,Maud De Belleroche,Maurizio Bonuglia,Edwige Fenech,Drama,the seducers,Maud De Belleroche Maurizio Bonuglia Edwige Fenech Ottavio Alessi Drama
1399,John Schlesinger,Jon Voight,Dustin Hoffman,Sylvia Miles,Drama,midnight cowboy,Jon Voight Dustin Hoffman Sylvia Miles John Schlesinger Drama
1400,Wolfgang Reitherman,Phil Harris,Eva Gabor,Roddy Maude-Roxby,Animation Comedy Family Adventure,the aristocats,Phil Harris Eva Gabor Roddy Maude-Roxby Wolfgang Reitherman Animation Comedy Family Adventure
1401,Morton M. Lewis,Sylvester Stallone,Henrietta Holm,Nicholas Warren,Comedy Drama,the party at kitty and stud's,Sylvester Stallone Henrietta Holm Nicholas Warren Morton M. Lewis Comedy Drama
1402,Jerzy Skolimowski,Jane Asher,John Moulder-Brown,Karl Michael Vogler,Drama,deep end,Jane Asher John Moulder-Brown Karl Michael Vogler Jerzy Skolimowski Drama
1403,Ted Post,James Franciscus,Kim Hunter,Maurice Evans,Adventure Science Fiction Mystery,beneath the planet of the apes,James Franciscus Kim Hunter Maurice Evans Ted Post Adventure Science Fiction Mystery
1404,Arthur Allan Seidelman,Arnold Schwarzenegger,Deborah Loomis,Taina Elg,Comedy Adventure Fantasy,hercules in new york,Arnold Schwarzenegger Deborah Loomis Taina Elg Arthur Allan Seidelman Comedy Adventure Fantasy
1405,Enzo Barboni,Terence Hill,Bud Spencer,Steffen Zacharias,Action Comedy Western,they call me trinity,Terence Hill Bud Spencer Steffen Zacharias Enzo Barboni Action Comedy Western
1406,Howard Hawks,John Wayne,Jorge Rivero,Jennifer O'Neill,Western,rio lobo,John Wayne Jorge Rivero Jennifer O'Neill Howard Hawks Western
1407,Olle Hellbom,Inger Nilsson,Maria Persson,Pär Sundberg,Family,pippi on the run,Inger Nilsson Maria Persson Pär Sundberg Olle Hellbom Family
1408,Don Siegel,Shirley MacLaine,Clint Eastwood,Manolo Fábregas,Adventure War Western,two mules for sister sara,Shirley MacLaine Clint Eastwood Manolo Fábregas Don Siegel Adventure War Western
1409,Robert Altman,Donald Sutherland,Elliott Gould,Tom Skerritt,Comedy Drama War,m*a*s*h,Donald Sutherland Elliott Gould Tom Skerritt Robert Altman Comedy Drama War
1410,Brian G. Hutton,Clint Eastwood,Telly Savalas,Don Rickles,Adventure Comedy War,kelly's heroes,Clint Eastwood Telly Savalas Don Rickles Brian G. Hutton Adventure Comedy War
1411,Arthur Hiller,Ali MacGraw,Ryan O'Neal,John Marley,Romance Drama,love story,Ali MacGraw Ryan O'Neal John Marley Arthur Hiller Romance Drama
1412,Dario Argento,Tony Musante,Suzy Kendall,Enrico Maria Salerno,Horror Mystery Thriller,the bird with the crystal plumage,Tony Musante Suzy Kendall Enrico Maria Salerno Dario Argento Horror Mystery Thriller
1413,Arthur Penn,Dustin Hoffman,Faye Dunaway,Chief Dan George,Adventure Western Comedy Drama,little big man,Dustin Hoffman Faye Dunaway Chief Dan George Arthur Penn Adventure Western Comedy Drama
1414,Richard Fleischer,Martin Balsam,Sō Yamamura,Jason Robards,Drama History War,tora! tora! tora!,Martin Balsam Sō Yamamura Jason Robards Richard Fleischer Drama History War
1415,Elio Petri,Gian Maria Volonté,Florinda Bolkan,Gianni Santuccio,Drama Thriller,investigation of a citizen above suspicion,Gian Maria Volonté Florinda Bolkan Gianni Santuccio Elio Petri Drama Thriller
1416,Roy Ward Baker,Ingrid Pitt,Peter Cushing,George Cole,Horror,the vampire lovers,Ingrid Pitt Peter Cushing George Cole Roy Ward Baker Horror
1417,Ralph Nelson,Candice Bergen,Peter Strauss,Donald Pleasence,Western Action Drama,soldier blue,Candice Bergen Peter Strauss Donald Pleasence Ralph Nelson Western Action Drama
1418,George Seaton,Burt Lancaster,Dean Martin,Jean Seberg,Action Drama Thriller,airport,Burt Lancaster Dean Martin Jean Seberg George Seaton Action Drama Thriller
1419,Ronald Neame,Albert Finney,Alec Guinness,Edith Evans,Fantasy Drama Family,scrooge,Albert Finney Alec Guinness Edith Evans Ronald Neame Fantasy Drama Family
1420,Mel Stuart,Gene Wilder,Peter Ostrum,Jack Albertson,Family Fantasy Comedy,willy wonka & the chocolate factory,Gene Wilder Peter Ostrum Jack Albertson Mel Stuart Family Fantasy Comedy
1421,Stanley Kubrick,Malcolm McDowell,Patrick Magee,Michael Bates,Science Fiction Drama,a clockwork orange,Malcolm McDowell Patrick Magee Michael Bates Stanley Kubrick Science Fiction Drama
1422,Akio Jissôji,Shin Kishida,Kôji Shimizu,Hiroko Sakurai,Drama,mandala,Shin Kishida Kôji Shimizu Hiroko Sakurai Akio Jissôji Drama
1423,Guy Hamilton,Sean Connery,Jill St. John,Charles Gray,Adventure Action Thriller,diamonds are forever,Sean Connery Jill St. John Charles Gray Guy Hamilton Adventure Action Thriller
1424,Don Siegel,Clint Eastwood,Harry Guardino,Reni Santoni,Action Crime Thriller,dirty harry,Clint Eastwood Harry Guardino Reni Santoni Don Siegel Action Crime Thriller
1425,Kaoru Umezawa,Kô Matsuura,Yuriko Azuma,Rumi Segawa,,hentai-shiatsu-shi: shikiyoku no kyôen,Kô Matsuura Yuriko Azuma Rumi Segawa Kaoru Umezawa 
1426,Enzo Barboni,Terence Hill,Bud Spencer,Yanti Somer,Comedy Western,trinity is still my name,Terence Hill Bud Spencer Yanti Somer Enzo Barboni Comedy Western
1427,Don Taylor,Roddy McDowall,Kim Hunter,Bradford Dillman,Action Science Fiction,escape from the planet of the apes,Roddy McDowall Kim Hunter Bradford Dillman Don Taylor Action Science Fiction
1428,Steven Spielberg,Dennis Weaver,Jacqueline Scott,Eddie Firestone,Action Thriller TV Movie,duel,Dennis Weaver Jacqueline Scott Eddie Firestone Steven Spielberg Action Thriller TV Movie
1429,Lo Wei,Bruce Lee,Maria Yi,James Tien Chuen,Action,the big boss,Bruce Lee Maria Yi James Tien Chuen Lo Wei Action
1430,Robert Aldrich,Kim Darby,Scott Wilson,Tony Musante,Drama Action Thriller Crime,the grissom gang,Kim Darby Scott Wilson Tony Musante Robert Aldrich Drama Action Thriller Crime
1431,Dan Wolman,Christina Lindberg,Monica Ekman,Krister Ekman,Drama,maid in sweden,Christina Lindberg Monica Ekman Krister Ekman Dan Wolman Drama
1432,Koretsugu Kurahara,Mari Tanaka,Ken Yoshizawa,Yuki Seto,Thriller,wet highway,Mari Tanaka Ken Yoshizawa Yuki Seto Koretsugu Kurahara Thriller
1433,Sergio Leone,Rod Steiger,James Coburn,Romolo Valli,Western,"duck, you sucker",Rod Steiger James Coburn Romolo Valli Sergio Leone Western
1434,Norman Jewison,Topol,Norma Crane,Leonard Frey,Drama Romance,fiddler on the roof,Topol Norma Crane Leonard Frey Norman Jewison Drama Romance
1435,Gordon Parks,Richard Roundtree,Moses Gunn,Charles Cioffi,Action Crime Thriller,shaft,Richard Roundtree Moses Gunn Charles Cioffi Gordon Parks Action Crime Thriller
1436,Louis Malle,Lea Massari,Benoît Ferreux,Daniel Gélin,Comedy Drama,murmur of the heart,Lea Massari Benoît Ferreux Daniel Gélin Louis Malle Comedy Drama
1437,Jesús Franco,Soledad Miranda,Ewa Strömberg,Dennis Price,Horror,vampyros lesbos,Soledad Miranda Ewa Strömberg Dennis Price Jesús Franco Horror
1438,Sam Peckinpah,Dustin Hoffman,Susan George,Peter Vaughan,Crime Drama Thriller,straw dogs,Dustin Hoffman Susan George Peter Vaughan Sam Peckinpah Crime Drama Thriller
1439,Robert Stevenson,Angela Lansbury,David Tomlinson,Roddy McDowall,Adventure Fantasy Comedy Family Music,bedknobs and broomsticks,Angela Lansbury David Tomlinson Roddy McDowall Robert Stevenson Adventure Fantasy Comedy Family Music
1440,Francis Ford Coppola,Marlon Brando,Al Pacino,James Caan,Drama Crime,the godfather,Marlon Brando Al Pacino James Caan Francis Ford Coppola Drama Crime
1441,Giuliano Carnimeo,Edwige Fenech,George Hilton,Paola Quattrini,Thriller Horror,the case of the bloody iris,Edwige Fenech George Hilton Paola Quattrini Giuliano Carnimeo Thriller Horror
1442,Andrea Bianchi,Mark Lester,Britt Ekland,Hardy Krüger,Horror Drama Thriller,what the peeper saw,Mark Lester Britt Ekland Hardy Krüger Andrea Bianchi Horror Drama Thriller
1443,Wataru Nakagawa,Misa Aoyama,Akiko Watanabe,Katsurō Sakai,,onsen porno chitai,Misa Aoyama Akiko Watanabe Katsurō Sakai Wataru Nakagawa 
1444,Bruce Lee,Bruce Lee,Nora Miao,Chuck Norris,Action Crime,the way of the dragon,Bruce Lee Nora Miao Chuck Norris Bruce Lee Action Crime
1445,Lo Wei,Bruce Lee,Nora Miao,Maria Yi,Drama Action Thriller,fist of fury,Bruce Lee Nora Miao Maria Yi Lo Wei Drama Action Thriller
1446,Woody Allen,Woody Allen,John Carradine,Lou Jacobi,Comedy,everything you always wanted to know about sex *but were afraid to ask,Woody Allen John Carradine Lou Jacobi Woody Allen Comedy
1447,J. Lee Thompson,Roddy McDowall,Don Murray,Ricardo Montalban,Action Science Fiction,conquest of the planet of the apes,Roddy McDowall Don Murray Ricardo Montalban J. Lee Thompson Action Science Fiction
1448,Ronald Neame,Gene Hackman,Ernest Borgnine,Red Buttons,Action Adventure Thriller,the poseidon adventure,Gene Hackman Ernest Borgnine Red Buttons Ronald Neame Action Adventure Thriller
1449,John Boorman,Jon Voight,Burt Reynolds,Ned Beatty,Drama Adventure Thriller,deliverance,Jon Voight Burt Reynolds Ned Beatty John Boorman Drama Adventure Thriller
1450,Bob Fosse,Liza Minnelli,Michael York,Helmut Griem,Music Drama Romance,cabaret,Liza Minnelli Michael York Helmut Griem Bob Fosse Music Drama Romance
1451,Wes Craven,Sandra Peabody,Lucy Grantham,David Hess,Horror Thriller,the last house on the left,Sandra Peabody Lucy Grantham David Hess Wes Craven Horror Thriller
1452,Bernardo Bertolucci,Marlon Brando,Maria Schneider,Catherine Breillat,Drama Romance,last tango in paris,Marlon Brando Maria Schneider Catherine Breillat Bernardo Bertolucci Drama Romance
1453,Ralph Bakshi,Skip Hinnant,Rosetta LeNoire,John McCurry,Animation Comedy Drama,fritz the cat,Skip Hinnant Rosetta LeNoire John McCurry Ralph Bakshi Animation Comedy Drama
1454,Sydney Pollack,Robert Redford,Will Geer,Delle Bolton,Adventure Western History,jeremiah johnson,Robert Redford Will Geer Delle Bolton Sydney Pollack Adventure Western History
1455,Mark Rydell,John Wayne,Roscoe Lee Browne,Bruce Dern,Western Adventure Drama Action,the cowboys,John Wayne Roscoe Lee Browne Bruce Dern Mark Rydell Western Adventure Drama Action
1456,John Sturges,Clint Eastwood,Robert Duvall,John Saxon,Western,joe kidd,Clint Eastwood Robert Duvall John Saxon John Sturges Western
1457,John Waters,Divine,David Lochary,Mary Vivian Pearce,Comedy Crime,pink flamingos,Divine David Lochary Mary Vivian Pearce John Waters Comedy Crime
1458,Andrei Tarkovsky,Donatas Banionis,Natalya Bondarchuk,Jüri Järvet,Drama Science Fiction Mystery,solaris,Donatas Banionis Natalya Bondarchuk Jüri Järvet Andrei Tarkovsky Drama Science Fiction Mystery
1459,Luis Buñuel,Fernando Rey,Delphine Seyrig,Paul Frankeur,Comedy,the discreet charm of the bourgeoisie,Fernando Rey Delphine Seyrig Paul Frankeur Luis Buñuel Comedy
1460,Chūsei Sone,Hitomi Kozue,Moeko Ezawa,Eimei Esumi,Drama Romance,naked rashomon,Hitomi Kozue Moeko Ezawa Eimei Esumi Chūsei Sone Drama Romance
1461,William Friedkin,Ellen Burstyn,Linda Blair,Jason Miller,Horror,the exorcist,Ellen Burstyn Linda Blair Jason Miller William Friedkin Horror
1462,Jesús Franco,Montserrat Prous,Anne Libert,Howard Vernon,Drama,sinner: the secret diary of a nymphomaniac,Montserrat Prous Anne Libert Howard Vernon Jesús Franco Drama
1463,Wolfgang Reitherman,Brian Bedford,Phil Harris,Andy Devine,Animation Family,robin hood,Brian Bedford Phil Harris Andy Devine Wolfgang Reitherman Animation Family
1464,Dino Risi,Laura Antonelli,Giancarlo Giannini,Alberto Lionello,Comedy,how funny can sex be?,Laura Antonelli Giancarlo Giannini Alberto Lionello Dino Risi Comedy
1465,Vittorio De Sisti,Agostina Belli,Gianni Macchia,Françoise Prévost,Comedy Drama,when love is lust,Agostina Belli Gianni Macchia Françoise Prévost Vittorio De Sisti Comedy Drama
1466,Salvatore Samperi,Laura Antonelli,Turi Ferro,Alessandro Momo,Comedy,malicious,Laura Antonelli Turi Ferro Alessandro Momo Salvatore Samperi Comedy
1467,Ernst Hofbauer,Harald Baerow,Ulrike Butz,Elke Deuringer,Comedy Romance,14 and under,Harald Baerow Ulrike Butz Elke Deuringer Ernst Hofbauer Comedy Romance
1468,Walerian Borowczyk,Lise Danvers,Fabrice Luchini,Charlotte Alexandra,Drama Romance,immoral tales,Lise Danvers Fabrice Luchini Charlotte Alexandra Walerian Borowczyk Drama Romance
1469,Guy Hamilton,Roger Moore,Yaphet Kotto,Jane Seymour,Adventure Action Thriller,live and let die,Roger Moore Yaphet Kotto Jane Seymour Guy Hamilton Adventure Action Thriller
1470,Václav Vorlíček,Libuše Šafránková,Pavel Trávníček,Carola Braunbock,Fantasy Family Romance,three wishes for cinderella,Libuše Šafránková Pavel Trávníček Carola Braunbock Václav Vorlíček Fantasy Family Romance
1471,Ted Post,Clint Eastwood,Hal Holbrook,Mitchell Ryan,Drama Crime Action,magnum force,Clint Eastwood Hal Holbrook Mitchell Ryan Ted Post Drama Crime Action
1472,Franklin J. Schaffner,Steve McQueen,Dustin Hoffman,Victor Jory,Crime Drama,papillon,Steve McQueen Dustin Hoffman Victor Jory Franklin J. Schaffner Crime Drama
1473,J. Lee Thompson,Roddy McDowall,Natalie Trundy,Austin Stoker,Action Science Fiction,battle for the planet of the apes,Roddy McDowall Natalie Trundy Austin Stoker J. Lee Thompson Action Science Fiction
1474,Norman Jewison,Ted Neeley,Carl Anderson,Yvonne Elliman,Music History Drama,jesus christ superstar,Ted Neeley Carl Anderson Yvonne Elliman Norman Jewison Music History Drama
1475,Erwin C. Dietrich,Elisabeth Felchner,Karin Heske,Renate Kasché,Drama War,she devils of the ss,Elisabeth Felchner Karin Heske Renate Kasché Erwin C. Dietrich Drama War
1476,Fernando Di Leo,Jenny Tamburi,Maurice Ronet,Lisa Gastoni,Drama Romance,seduction,Jenny Tamburi Maurice Ronet Lisa Gastoni Fernando Di Leo Drama Romance
1477,George Roy Hill,Paul Newman,Robert Redford,Robert Shaw,Comedy Crime Drama,the sting,Paul Newman Robert Redford Robert Shaw George Roy Hill Comedy Crime Drama
1478,Richard Lester,Michael York,Oliver Reed,Richard Chamberlain,Adventure Comedy History,the three musketeers,Michael York Oliver Reed Richard Chamberlain Richard Lester Adventure Comedy History
1479,Robert Clouse,Bruce Lee,John Saxon,Jim Kelly,Action,enter the dragon,Bruce Lee John Saxon Jim Kelly Robert Clouse Action
1480,Francis Ford Coppola,Al Pacino,Robert Duvall,Diane Keaton,Drama Crime,the godfather part ii,Al Pacino Robert Duvall Diane Keaton Francis Ford Coppola Drama Crime
1481,unknown,Michael Gray,Les Tremayne,Unkown,,shazam!,Michael Gray Les Tremayne Unkown unknown 
1482,Tobe Hooper,Marilyn Burns,Allen Danziger,Paul A. Partain,Horror,the texas chain saw massacre,Marilyn Burns Allen Danziger Paul A. Partain Tobe Hooper Horror
1483,Sigi Rothemund,Ekkehardt Belle,Jean-Claude Bouillon,Sylvia Kristel,Comedy Romance Drama,julia,Ekkehardt Belle Jean-Claude Bouillon Sylvia Kristel Sigi Rothemund Comedy Romance Drama
1484,Masaru Konuma,Naomi Tani,Nagatoshi Sakamoto,Hijiri Abe,Thriller Drama,flower & snake,Naomi Tani Nagatoshi Sakamoto Hijiri Abe Masaru Konuma Thriller Drama
1485,Roman Polanski,Jack Nicholson,Faye Dunaway,John Huston,Crime Drama Mystery Thriller,chinatown,Jack Nicholson Faye Dunaway John Huston Roman Polanski Crime Drama Mystery Thriller
1486,Gianluigi Calderone,Ornella Muti,Gabriele Ferzetti,Eleonora Giorgi,Drama,appassionata,Ornella Muti Gabriele Ferzetti Eleonora Giorgi Gianluigi Calderone Drama
1487,Guy Hamilton,Roger Moore,Christopher Lee,Britt Ekland,Adventure Action Thriller,the man with the golden gun,Roger Moore Christopher Lee Britt Ekland Guy Hamilton Adventure Action Thriller
1488,Michael Winner,Charles Bronson,Hope Lange,Vincent Gardenia,Crime Drama Action,death wish,Charles Bronson Hope Lange Vincent Gardenia Michael Winner Crime Drama Action
1489,Mel Brooks,Gene Wilder,Teri Garr,Marty Feldman,Comedy,young frankenstein,Gene Wilder Teri Garr Marty Feldman Mel Brooks Comedy
1490,Mel Brooks,Cleavon Little,Gene Wilder,Slim Pickens,Western Comedy,blazing saddles,Cleavon Little Gene Wilder Slim Pickens Mel Brooks Western Comedy
1491,Just Jaeckin,Sylvia Kristel,Alain Cuny,Marika Green,Drama Romance,emmanuelle,Sylvia Kristel Alain Cuny Marika Green Just Jaeckin Drama Romance
1492,Pier Paolo Pasolini,Ninetto Davoli,Franco Citti,Franco Merli,Comedy Drama Fantasy Romance,arabian nights,Ninetto Davoli Franco Citti Franco Merli Pier Paolo Pasolini Comedy Drama Fantasy Romance
1493,Francis Ford Coppola,Gene Hackman,John Cazale,Allen Garfield,Crime Drama Mystery,the conversation,Gene Hackman John Cazale Allen Garfield Francis Ford Coppola Crime Drama Mystery
1494,Salvatore Samperi,Laura Antonelli,Orazio Orlando,Alessandro Momo,Comedy,lovers and other relatives,Laura Antonelli Orazio Orlando Alessandro Momo Salvatore Samperi Comedy
1495,Sidney Lumet,Albert Finney,Lauren Bacall,Martin Balsam,Drama Thriller Mystery,murder on the orient express,Albert Finney Lauren Bacall Martin Balsam Sidney Lumet Drama Thriller Mystery
1496,Alan J. Pakula,Warren Beatty,Paula Prentiss,William Daniels,Crime Drama Thriller,the parallax view,Warren Beatty Paula Prentiss William Daniels Alan J. Pakula Crime Drama Thriller
1497,Liliana Cavani,Dirk Bogarde,Charlotte Rampling,Philippe Leroy,War Drama Romance,the night porter,Dirk Bogarde Charlotte Rampling Philippe Leroy Liliana Cavani War Drama Romance
1498,Bill Mason,Unkown,Unkown,Unkown,Documentary,wolf pack,Unkown Unkown Unkown Bill Mason Documentary
1499,Robert Stevenson,Helen Hayes,Ken Berry,Stefanie Powers,Romance Comedy Family Fantasy,herbie rides again,Helen Hayes Ken Berry Stefanie Powers Robert Stevenson Romance Comedy Family Fantasy
1500,Nando Cicero,Edwige Fenech,Vittorio Caprioli,Alfredo Pea,Comedy,the school teacher,Edwige Fenech Vittorio Caprioli Alfredo Pea Nando Cicero Comedy
1501,Isao Hayashi,Terumi Azuma,Aoi Nakajima,Naomi Tani,Crime,high school lynching,Terumi Azuma Aoi Nakajima Naomi Tani Isao Hayashi Crime
1502,Steven Spielberg,Roy Scheider,Robert Shaw,Richard Dreyfuss,Horror Thriller Adventure,jaws,Roy Scheider Robert Shaw Richard Dreyfuss Steven Spielberg Horror Thriller Adventure
1503,Nello Rossati,Ursula Andress,Duilio Del Prete,Mario Pisu,Comedy,the sensuous nurse,Ursula Andress Duilio Del Prete Mario Pisu Nello Rossati Comedy
1504,Gianfranco Baldanello,Karin Well,Gianluigi Chirizzi,Lidia Costanzo,Comedy,quella provincia maliziosa,Karin Well Gianluigi Chirizzi Lidia Costanzo Gianfranco Baldanello Comedy
1505,Miloš Forman,Jack Nicholson,Louise Fletcher,Danny DeVito,Drama,one flew over the cuckoo's nest,Jack Nicholson Louise Fletcher Danny DeVito Miloš Forman Drama
1506,Gilberto Martínez Solares,Cecilia Pezet,Enrique Rocha,Delia Magaña,Horror Mystery Thriller,satanic pandemonium,Cecilia Pezet Enrique Rocha Delia Magaña Gilberto Martínez Solares Horror Mystery Thriller
1507,Silvio Amadio,Gloria Guida,Nino Castelnuovo,Anita Sanders,Drama Romance,that malicious age,Gloria Guida Nino Castelnuovo Anita Sanders Silvio Amadio Drama Romance
1508,Francis Giacobetti,Sylvia Kristel,Umberto Orsini,Frédéric Lagache,Drama Romance,emmanuelle: the joys of a woman,Sylvia Kristel Umberto Orsini Frédéric Lagache Francis Giacobetti Drama Romance
1509,Bitto Albertini,Laura Gemser,Karin Schubert,Angelo Infanti,Drama Romance Adventure,black emanuelle,Laura Gemser Karin Schubert Angelo Infanti Bitto Albertini Drama Romance Adventure
1510,Just Jaeckin,Corinne Cléry,Udo Kier,Alain Noury,Drama,the story of o,Corinne Cléry Udo Kier Alain Noury Just Jaeckin Drama
1511,Terry Gilliam,Graham Chapman,John Cleese,Eric Idle,Adventure Comedy Fantasy,monty python and the holy grail,Graham Chapman John Cleese Eric Idle Terry Gilliam Adventure Comedy Fantasy
1512,Sydney Pollack,Robert Redford,Faye Dunaway,Cliff Robertson,Thriller Mystery Adventure,three days of the condor,Robert Redford Faye Dunaway Cliff Robertson Sydney Pollack Thriller Mystery Adventure
1513,Stanley Kubrick,Ryan O'Neal,Marisa Berenson,Patrick Magee,Drama Romance War,barry lyndon,Ryan O'Neal Marisa Berenson Patrick Magee Stanley Kubrick Drama Romance War
1514,David Greene,Richard Chamberlain,Trevor Howard,Louis Jourdan,Adventure Action Drama History TV Movie,the count of monte-cristo,Richard Chamberlain Trevor Howard Louis Jourdan David Greene Adventure Action Drama History TV Movie
1515,Michele Massimo Tarantini,Gloria Guida,Giuseppe Pambieri,Gianfranco D'Angelo,Comedy,the teasers,Gloria Guida Giuseppe Pambieri Gianfranco D'Angelo Michele Massimo Tarantini Comedy
1516,Walerian Borowczyk,Sirpa Lane,Lisbeth Hummel,Elisabeth Kaza,Horror Drama Fantasy,the beast,Sirpa Lane Lisbeth Hummel Elisabeth Kaza Walerian Borowczyk Horror Drama Fantasy
1517,Jim Sharman,Tim Curry,Susan Sarandon,Barry Bostwick,Comedy Science Fiction Fantasy Horror,the rocky horror picture show,Tim Curry Susan Sarandon Barry Bostwick Jim Sharman Comedy Science Fiction Fantasy Horror
1518,Sidney Lumet,Al Pacino,John Cazale,Charles Durning,Crime Drama Thriller,dog day afternoon,Al Pacino John Cazale Charles Durning Sidney Lumet Crime Drama Thriller
1519,Alain Robbe-Grillet,Jean-Louis Trintignant,Philippe Noiret,Anicée Alvina,Drama,playing with fire,Jean-Louis Trintignant Philippe Noiret Anicée Alvina Alain Robbe-Grillet Drama
1520,John G. Avildsen,Sylvester Stallone,Talia Shire,Burt Young,Drama Romance,rocky,Sylvester Stallone Talia Shire Burt Young John G. Avildsen Drama Romance
1521,Martin Scorsese,Robert De Niro,Jodie Foster,Albert Brooks,Crime Drama,taxi driver,Robert De Niro Jodie Foster Albert Brooks Martin Scorsese Crime Drama
1522,Pier Paolo Pasolini,Paolo Bonacelli,Giorgio Cataldi,Umberto P. Quintavalle,Drama War Horror,"salò, or the 120 days of sodom",Paolo Bonacelli Giorgio Cataldi Umberto P. Quintavalle Pier Paolo Pasolini Drama War Horror
1523,Nagisa Ōshima,Tatsuya Fuji,Eiko Matsuda,Aoi Nakajima,Drama Romance,in the realm of the senses,Tatsuya Fuji Eiko Matsuda Aoi Nakajima Nagisa Ōshima Drama Romance
1524,Brian De Palma,Sissy Spacek,Piper Laurie,Amy Irving,Horror Thriller,carrie,Sissy Spacek Piper Laurie Amy Irving Brian De Palma Horror Thriller
1525,Bertrand Blier,Jean-Pierre Marielle,Jean Rochefort,Brigitte Fossey,Comedy,femmes fatales,Jean-Pierre Marielle Jean Rochefort Brigitte Fossey Bertrand Blier Comedy
1526,Catherine Breillat,Charlotte Alexandra,Hiram Keller,Rita Maiden,Drama,a real young girl,Charlotte Alexandra Hiram Keller Rita Maiden Catherine Breillat Drama
1527,Richard Donner,Gregory Peck,Lee Remick,David Warner,Horror Thriller,the omen,Gregory Peck Lee Remick David Warner Richard Donner Horror Thriller
1528,Jack Smight,Charlton Heston,Henry Fonda,James Coburn,Action Drama History War,midway,Charlton Heston Henry Fonda James Coburn Jack Smight Action Drama History War
1529,John Guillermin,Jeff Bridges,Jessica Lange,Charles Grodin,Adventure Fantasy,king kong,Jeff Bridges Jessica Lange Charles Grodin John Guillermin Adventure Fantasy
1530,Sergio Martino,Tomas Milian,Edwige Fenech,Renzo Rinaldi,Comedy,sex with a smile,Tomas Milian Edwige Fenech Renzo Rinaldi Sergio Martino Comedy
1531,James Fargo,Clint Eastwood,Tyne Daly,Harry Guardino,Action Crime Thriller,the enforcer,Clint Eastwood Tyne Daly Harry Guardino James Fargo Action Crime Thriller
1532,Tinto Brass,Helmut Berger,Ingrid Thulin,Teresa Ann Savoy,Drama War,salon kitty,Helmut Berger Ingrid Thulin Teresa Ann Savoy Tinto Brass Drama War
1533,Jerry Jameson,John Beck,Jim Bohan,Billy Green Bush,Action Adventure Drama Family TV Movie,the call of the wild,John Beck Jim Bohan Billy Green Bush Jerry Jameson Action Adventure Drama Family TV Movie
1534,Clint Eastwood,Clint Eastwood,Chief Dan George,Sondra Locke,Western,the outlaw josey wales,Clint Eastwood Chief Dan George Sondra Locke Clint Eastwood Western
1535,John Schlesinger,Dustin Hoffman,Laurence Olivier,Roy Scheider,Thriller,marathon man,Dustin Hoffman Laurence Olivier Roy Scheider John Schlesinger Thriller
1536,René Goscinny,Roger Carel,Jacques Morel,Henri Labussière,Family Animation Comedy Adventure,the twelve tasks of asterix,Roger Carel Jacques Morel Henri Labussière René Goscinny Family Animation Comedy Adventure
1537,Katsuhiko Fujii,Naomi Tani,Erina Miyai,Osamu Tsuruoka,Drama,madame evening glory,Naomi Tani Erina Miyai Osamu Tsuruoka Katsuhiko Fujii Drama
