,director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
765,William Wyler,Bette Davis,Henry Fonda,George Brent,Drama Romance,jezebel,Bette Davis Henry Fonda George Brent William Wyler Drama Romance
766,George Cukor,Katharine Hepburn,Cary Grant,Doris Nolan,Comedy Romance,holiday,Katharine Hepburn Cary Grant Doris Nolan George Cukor Comedy Romance
767,Michael Curtiz,James Cagney,Pat O’Brien,Humphrey Bogart,Crime Drama Thriller,angels with dirty faces,James Cagney Pat O’Brien Humphrey Bogart Michael Curtiz Crime Drama Thriller
768,Marcel Carné,Jean Gabin,Michel Simon,Michèle Morgan,Crime Drama Romance,port of shadows,Jean Gabin Michel Simon Michèle Morgan Marcel Carné Crime Drama Romance
769,Norman Taurog,Tommy Kelly,May Robson,Walter Brennan,Family Adventure,the adventures of tom sawyer,Tommy Kelly May Robson Walter Brennan Norman Taurog Family Adventure
770,Ben Sharpsteen,Pinto Colvig,Walt Disney,Clarence Nash,Animation Comedy,mickey's trailer,Pinto Colvig Walt Disney Clarence Nash Ben Sharpsteen Animation Comedy
771,William Roberts,Walt Disney,Eddie Holden,Marcellite Garner,Animation Family Fantasy,brave little tailor,Walt Disney Eddie Holden Marcellite Garner William Roberts Animation Family Fantasy
772,Edwin L. Marin,Reginald Owen,Gene Lockhart,Terry Kilburn,Drama Fantasy Family,a christmas carol,Reginald Owen Gene Lockhart Terry Kilburn Edwin L. Marin Drama Fantasy Family
773,Jean Renoir,Jean Gabin,Simone Simon,Fernand Ledoux,Drama Crime,la bête humaine,Jean Gabin Simone Simon Fernand Ledoux Jean Renoir Drama Crime
774,Victor Fleming,Clark Gable,Myrna Loy,Spencer Tracy,Drama Romance,test pilot,Clark Gable Myrna Loy Spencer Tracy Victor Fleming Drama Romance
775,Sergei Eisenstein,Nikolai Cherkasov,Nikolai Okhlopkov,Andrei Abrikosov,Drama History War,alexander nevsky,Nikolai Cherkasov Nikolai Okhlopkov Andrei Abrikosov Sergei Eisenstein Drama History War
776,Leni Riefenstahl,David Albritton,Jack Beresford,Henri de Baillet-Latour,Documentary,olympia part one: festival of the nations,David Albritton Jack Beresford Henri de Baillet-Latour Leni Riefenstahl Documentary
777,John G. Blystone,Stan Laurel,Oliver Hardy,Patricia Ellis,Comedy War,block-heads,Stan Laurel Oliver Hardy Patricia Ellis John G. Blystone Comedy War
778,Jack King,Clarence Nash,Unkown,Unkown,Animation,donald's golf game,Clarence Nash Unkown Unkown Jack King Animation
779,William A. Seiter,Groucho Marx,Chico Marx,Harpo Marx,Comedy,room service,Groucho Marx Chico Marx Harpo Marx William A. Seiter Comedy
780,Victor Fleming,Judy Garland,Ray Bolger,Jack Haley,Adventure Fantasy Family,the wizard of oz,Judy Garland Ray Bolger Jack Haley Victor Fleming Adventure Fantasy Family
781,Victor Fleming,Vivien Leigh,Clark Gable,Olivia de Havilland,Drama War Romance,gone with the wind,Vivien Leigh Clark Gable Olivia de Havilland Victor Fleming Drama War Romance
782,John Ford,John Wayne,Claire Trevor,Andy Devine,Western Adventure Action Drama Romance,stagecoach,John Wayne Claire Trevor Andy Devine John Ford Western Adventure Action Drama Romance
783,William Wyler,Merle Oberon,Laurence Olivier,David Niven,Drama Romance,wuthering heights,Merle Oberon Laurence Olivier David Niven William Wyler Drama Romance
784,Frank Capra,James Stewart,Jean Arthur,Claude Rains,Comedy Drama,mr. smith goes to washington,James Stewart Jean Arthur Claude Rains Frank Capra Comedy Drama
785,William Dieterle,Charles Laughton,Cedric Hardwicke,Thomas Mitchell,Drama Romance Horror,the hunchback of notre dame,Charles Laughton Cedric Hardwicke Thomas Mitchell William Dieterle Drama Romance Horror
786,Jean Renoir,Marcel Dalio,Nora Gregor,Paulette Dubost,Drama Comedy Romance,the rules of the game,Marcel Dalio Nora Gregor Paulette Dubost Jean Renoir Drama Comedy Romance
787,Ernst Lubitsch,Greta Garbo,Melvyn Douglas,Ina Claire,Comedy Romance,ninotchka,Greta Garbo Melvyn Douglas Ina Claire Ernst Lubitsch Comedy Romance
788,A. Edward Sutherland,Stan Laurel,Oliver Hardy,Jean Parker,Comedy War,the flying deuces,Stan Laurel Oliver Hardy Jean Parker A. Edward Sutherland Comedy War
789,Rowland V. Lee,Basil Rathbone,Boris Karloff,Bela Lugosi,Horror Science Fiction,son of frankenstein,Basil Rathbone Boris Karloff Bela Lugosi Rowland V. Lee Horror Science Fiction
790,Dave Fleischer,Lanny Ross,Sam Parker,Pinto Colvig,Animation Family Action Adventure,gulliver's travels,Lanny Ross Sam Parker Pinto Colvig Dave Fleischer Animation Family Action Adventure
791,Sidney Lanfield,Basil Rathbone,Nigel Bruce,Richard Greene,Mystery Thriller Horror,the hound of the baskervilles,Basil Rathbone Nigel Bruce Richard Greene Sidney Lanfield Mystery Thriller Horror
792,Howard Hawks,Cary Grant,Jean Arthur,Richard Barthelmess,Romance Adventure Drama,only angels have wings,Cary Grant Jean Arthur Richard Barthelmess Howard Hawks Romance Adventure Drama
793,Hamilton Luske,Clarence Nash,Unkown,Unkown,Animation Comedy,the ugly duckling,Clarence Nash Unkown Unkown Hamilton Luske Animation Comedy
794,Henry King,Tyrone Power,Henry Fonda,Nancy Kelly,Western Crime Drama History,jesse james,Tyrone Power Henry Fonda Nancy Kelly Henry King Western Crime Drama History
795,Alfred Hitchcock,Charles Laughton,Maureen O'Hara,Robert Newton,Crime History Adventure Thriller,jamaica inn,Charles Laughton Maureen O'Hara Robert Newton Alfred Hitchcock Crime History Adventure Thriller
796,Michael Curtiz,Errol Flynn,Olivia de Havilland,Ann Sheridan,Action Western,dodge city,Errol Flynn Olivia de Havilland Ann Sheridan Michael Curtiz Action Western
797,Walter Lang,Shirley Temple,Richard Greene,Anita Louise,Drama Comedy Family,the little princess,Shirley Temple Richard Greene Anita Louise Walter Lang Drama Comedy Family
798,George Cukor,Norma Shearer,Joan Crawford,Rosalind Russell,Comedy Drama,the women,Norma Shearer Joan Crawford Rosalind Russell George Cukor Comedy Drama
799,George Marshall,James Stewart,Marlene Dietrich,Mischa Auer,Action Comedy Western,destry rides again,James Stewart Marlene Dietrich Mischa Auer George Marshall Action Comedy Western
800,Ben Sharpsteen,Dickie Jones,Cliff Edwards,Christian Rub,Animation Family,pinocchio,Dickie Jones Cliff Edwards Christian Rub Ben Sharpsteen Animation Family
801,David Hand,Deems Taylor,Walt Disney,Julietta Novis,Animation Family,fantasia,Deems Taylor Walt Disney Julietta Novis David Hand Animation Family
802,Charlie Chaplin,Charlie Chaplin,Jack Oakie,Reginald Gardiner,Comedy War,the great dictator,Charlie Chaplin Jack Oakie Reginald Gardiner Charlie Chaplin Comedy War
803,Alfred Hitchcock,Laurence Olivier,Joan Fontaine,George Sanders,Mystery Drama Thriller Romance,rebecca,Laurence Olivier Joan Fontaine George Sanders Alfred Hitchcock Mystery Drama Thriller Romance
804,John Ford,Henry Fonda,Jane Darwell,John Carradine,Drama,the grapes of wrath,Henry Fonda Jane Darwell John Carradine John Ford Drama
805,Howard Hawks,Cary Grant,Rosalind Russell,Ralph Bellamy,Comedy Drama Romance,his girl friday,Cary Grant Rosalind Russell Ralph Bellamy Howard Hawks Comedy Drama Romance
806,Ernst Lubitsch,Margaret Sullavan,James Stewart,Frank Morgan,Comedy Drama Romance,the shop around the corner,Margaret Sullavan James Stewart Frank Morgan Ernst Lubitsch Comedy Drama Romance
807,George Cukor,Cary Grant,Katharine Hepburn,James Stewart,Comedy Romance,the philadelphia story,Cary Grant Katharine Hepburn James Stewart George Cukor Comedy Romance
808,Rouben Mamoulian,Tyrone Power,Linda Darnell,Basil Rathbone,Action Adventure Drama Romance,the mark of zorro,Tyrone Power Linda Darnell Basil Rathbone Rouben Mamoulian Action Adventure Drama Romance
809,Mervyn LeRoy,Vivien Leigh,Robert Taylor,Lucile Watson,Drama Romance War,waterloo bridge,Vivien Leigh Robert Taylor Lucile Watson Mervyn LeRoy Drama Romance War
810,Alfred Hitchcock,Joel McCrea,Laraine Day,Herbert Marshall,Action Mystery Thriller War,foreign correspondent,Joel McCrea Laraine Day Herbert Marshall Alfred Hitchcock Action Mystery Thriller War
811,Fritz Lang,Henry Fonda,Gene Tierney,Jackie Cooper,Action Drama Western,the return of frank james,Henry Fonda Gene Tierney Jackie Cooper Fritz Lang Action Drama Western
812,Michael Powell,Conrad Veidt,Sabu,June Duprez,Action Adventure Family Fantasy,the thief of bagdad,Conrad Veidt Sabu June Duprez Michael Powell Action Adventure Family Fantasy
813,Michael Curtiz,Errol Flynn,Brenda Marshall,Claude Rains,Action Adventure Romance History,the sea hawk,Errol Flynn Brenda Marshall Claude Rains Michael Curtiz Action Adventure Romance History
814,William Wyler,Gary Cooper,Walter Brennan,Doris Davenport,Action Western Romance,the westerner,Gary Cooper Walter Brennan Doris Davenport William Wyler Action Western Romance
815,William Wyler,Bette Davis,Herbert Marshall,James Stephenson,Crime Drama Romance Mystery,the letter,Bette Davis Herbert Marshall James Stephenson William Wyler Crime Drama Romance Mystery
816,Juan Bustillo Oro,Cantinflas,Joaquín Pardavé,Sara García,Comedy,you’re missing the point,Cantinflas Joaquín Pardavé Sara García Juan Bustillo Oro Comedy
817,Raoul Walsh,George Raft,Ann Sheridan,Ida Lupino,Crime Drama Thriller,they drive by night,George Raft Ann Sheridan Ida Lupino Raoul Walsh Crime Drama Thriller
818,Fernando A. Rivero,Cantinflas,Gloria Marín,María Calvo,Comedy,cantinflas ruletero,Cantinflas Gloria Marín María Calvo Fernando A. Rivero Comedy
819,Robert Z. Leonard,Greer Garson,Laurence Olivier,Mary Boland,Drama Romance,pride and prejudice,Greer Garson Laurence Olivier Mary Boland Robert Z. Leonard Drama Romance
820,Samuel Armstrong,Sterling Holloway,Herman Bing,John McLeish,Animation Family,dumbo,Sterling Holloway Herman Bing John McLeish Samuel Armstrong Animation Family
821,Orson Welles,Orson Welles,Joseph Cotten,Dorothy Comingore,Mystery Drama,citizen kane,Orson Welles Joseph Cotten Dorothy Comingore Orson Welles Mystery Drama
822,John Huston,Humphrey Bogart,Mary Astor,Peter Lorre,Mystery Crime Thriller,the maltese falcon,Humphrey Bogart Mary Astor Peter Lorre John Huston Mystery Crime Thriller
823,George Waggner,Lon Chaney Jr.,Claude Rains,Ralph Bellamy,Horror Drama,the wolf man,Lon Chaney Jr. Claude Rains Ralph Bellamy George Waggner Horror Drama
824,John Ford,Walter Pidgeon,Maureen O'Hara,Anna Lee,Drama Family,how green was my valley,Walter Pidgeon Maureen O'Hara Anna Lee John Ford Drama Family
825,Victor Fleming,Spencer Tracy,Ingrid Bergman,Lana Turner,Drama Horror Science Fiction,dr. jekyll and mr. hyde,Spencer Tracy Ingrid Bergman Lana Turner Victor Fleming Drama Horror Science Fiction
826,Howard Hawks,Gary Cooper,Walter Brennan,Joan Leslie,History Romance War,sergeant york,Gary Cooper Walter Brennan Joan Leslie Howard Hawks History Romance War
827,Hamilton Luske,Robert Benchley,Frances Gifford,Buddy Pepper,Family Animation Comedy,the reluctant dragon,Robert Benchley Frances Gifford Buddy Pepper Hamilton Luske Family Animation Comedy
828,Preston Sturges,Joel McCrea,Veronica Lake,Robert Warwick,Adventure Comedy Romance,sullivan's travels,Joel McCrea Veronica Lake Robert Warwick Preston Sturges Adventure Comedy Romance
829,Alfred Hitchcock,Cary Grant,Joan Fontaine,Cedric Hardwicke,Mystery Romance Thriller,suspicion,Cary Grant Joan Fontaine Cedric Hardwicke Alfred Hitchcock Mystery Romance Thriller
830,Alfred Hitchcock,Carole Lombard,Robert Montgomery,Gene Raymond,Comedy Romance,mr. & mrs. smith,Carole Lombard Robert Montgomery Gene Raymond Alfred Hitchcock Comedy Romance
831,William Wyler,Bette Davis,Herbert Marshall,Teresa Wright,Drama Romance History,the little foxes,Bette Davis Herbert Marshall Teresa Wright William Wyler Drama Romance History
832,Raoul Walsh,Humphrey Bogart,Ida Lupino,Alan Curtis,Action Adventure Crime Drama Thriller,high sierra,Humphrey Bogart Ida Lupino Alan Curtis Raoul Walsh Action Adventure Crime Drama Thriller
833,Howard Hawks,Gary Cooper,Barbara Stanwyck,Oskar Homolka,Comedy Romance,ball of fire,Gary Cooper Barbara Stanwyck Oskar Homolka Howard Hawks Comedy Romance
834,Raoul Walsh,Errol Flynn,Olivia de Havilland,Arthur Kennedy,Drama Romance War Western History,they died with their boots on,Errol Flynn Olivia de Havilland Arthur Kennedy Raoul Walsh Drama Romance War Western History
835,Preston Sturges,Barbara Stanwyck,Henry Fonda,Charles Coburn,Comedy Romance,the lady eve,Barbara Stanwyck Henry Fonda Charles Coburn Preston Sturges Comedy Romance
836,George Stevens,Irene Dunne,Cary Grant,Beulah Bondi,Drama Romance,penny serenade,Irene Dunne Cary Grant Beulah Bondi George Stevens Drama Romance
837,Michael Powell,Leslie Howard,Laurence Olivier,Raymond Massey,Adventure Drama Thriller War,49th parallel,Leslie Howard Laurence Olivier Raymond Massey Michael Powell Adventure Drama Thriller War
838,Frank Capra,Gary Cooper,Barbara Stanwyck,Edward Arnold,Comedy Drama Romance,meet john doe,Gary Cooper Barbara Stanwyck Edward Arnold Frank Capra Comedy Drama Romance
839,Fritz Lang,Walter Pidgeon,Joan Bennett,George Sanders,Drama Thriller War,man hunt,Walter Pidgeon Joan Bennett George Sanders Fritz Lang Drama Thriller War
840,David Hand,Donnie Dunagan,Peter Behn,Stan Alexander,Animation Drama Family,bambi,Donnie Dunagan Peter Behn Stan Alexander David Hand Animation Drama Family
841,Michael Curtiz,Humphrey Bogart,Ingrid Bergman,Paul Henreid,Drama Romance,casablanca,Humphrey Bogart Ingrid Bergman Paul Henreid Michael Curtiz Drama Romance
842,William Roberts,Fred Shields,José Oliveira,Pinto Colvig,Animation Family Adventure,saludos amigos,Fred Shields José Oliveira Pinto Colvig William Roberts Animation Family Adventure
843,Jacques Tourneur,Simone Simon,Kent Smith,Tom Conway,Horror Drama,cat people,Simone Simon Kent Smith Tom Conway Jacques Tourneur Horror Drama
844,Irving Rapper,Bette Davis,Paul Henreid,Claude Rains,Romance Drama,"now, voyager",Bette Davis Paul Henreid Claude Rains Irving Rapper Romance Drama
845,Zoltan Korda,Sabu,Joseph Calleia,John Qualen,Action Adventure Family Fantasy,jungle book,Sabu Joseph Calleia John Qualen Zoltan Korda Action Adventure Family Fantasy
846,Alfred Hitchcock,Robert Cummings,Priscilla Lane,Otto Kruger,Thriller Mystery,saboteur,Robert Cummings Priscilla Lane Otto Kruger Alfred Hitchcock Thriller Mystery
847,Ernst Lubitsch,Carole Lombard,Jack Benny,Robert Stack,Comedy War,to be or not to be,Carole Lombard Jack Benny Robert Stack Ernst Lubitsch Comedy War
848,Henry King,Tyrone Power,Maureen O'Hara,Laird Cregar,Action Adventure Drama Romance,the black swan,Tyrone Power Maureen O'Hara Laird Cregar Henry King Action Adventure Drama Romance
849,William Wyler,Greer Garson,Walter Pidgeon,Teresa Wright,Drama Romance War,mrs. miniver,Greer Garson Walter Pidgeon Teresa Wright William Wyler Drama Romance War
850,Michael Curtiz,James Cagney,Joan Leslie,Walter Huston,Drama Music,yankee doodle dandy,James Cagney Joan Leslie Walter Huston Michael Curtiz Drama Music
851,Mark Sandrich,Bing Crosby,Fred Astaire,Marjorie Reynolds,Comedy Drama Music Romance,holiday inn,Bing Crosby Fred Astaire Marjorie Reynolds Mark Sandrich Comedy Drama Music Romance
852,Erle C. Kenton,Cedric Hardwicke,Lon Chaney Jr.,Bela Lugosi,Horror Fantasy Science Fiction,the ghost of frankenstein,Cedric Hardwicke Lon Chaney Jr. Bela Lugosi Erle C. Kenton Horror Fantasy Science Fiction
853,Sam Wood,Gary Cooper,Teresa Wright,Babe Ruth,Drama Family,the pride of the yankees,Gary Cooper Teresa Wright Babe Ruth Sam Wood Drama Family
854,Orson Welles,Joseph Cotten,Dolores Costello,Anne Baxter,Drama Romance History,the magnificent ambersons,Joseph Cotten Dolores Costello Anne Baxter Orson Welles Drama Romance History
855,George Stevens,Spencer Tracy,Katharine Hepburn,Fay Bainter,Comedy Drama Romance,woman of the year,Spencer Tracy Katharine Hepburn Fay Bainter George Stevens Comedy Drama Romance
856,Frank Tuttle,Veronica Lake,Alan Ladd,Robert Preston,Crime Drama Mystery Thriller,this gun for hire,Veronica Lake Alan Ladd Robert Preston Frank Tuttle Crime Drama Mystery Thriller
857,Roy William Neill,Basil Rathbone,Nigel Bruce,Lionel Atwill,Action Adventure Crime Mystery Thriller,sherlock holmes and the secret weapon,Basil Rathbone Nigel Bruce Lionel Atwill Roy William Neill Action Adventure Crime Mystery Thriller
858,David Lean,Noël Coward,John Mills,Bernard Miles,Drama War,in which we serve,Noël Coward John Mills Bernard Miles David Lean Drama War
859,Frank Capra,Walter Huston,Max Schmeling,Unkown,Documentary War,why we fight: prelude to war,Walter Huston Max Schmeling Unkown Frank Capra Documentary War
860,Werner Klingler,Sybille Schmitz,Hans Nielsen,Kirsten Heiberg,Action Drama History,titanic,Sybille Schmitz Hans Nielsen Kirsten Heiberg Werner Klingler Action Drama History
861,Sam Wood,Gary Cooper,Ingrid Bergman,Akim Tamiroff,Drama History Romance Thriller Adventure War,for whom the bell tolls,Gary Cooper Ingrid Bergman Akim Tamiroff Sam Wood Drama History Romance Thriller Adventure War
862,Ernst Lubitsch,Don Ameche,Gene Tierney,Charles Coburn,Fantasy Drama Comedy Romance,heaven can wait,Don Ameche Gene Tierney Charles Coburn Ernst Lubitsch Fantasy Drama Comedy Romance
863,Roy William Neill,Lon Chaney Jr.,Bela Lugosi,Patric Knowles,Horror,frankenstein meets the wolf man,Lon Chaney Jr. Bela Lugosi Patric Knowles Roy William Neill Horror
864,Emeric Pressburger,Roger Livesey,Deborah Kerr,Adolf Wohlbrück,Drama Romance War History,the life and death of colonel blimp,Roger Livesey Deborah Kerr Adolf Wohlbrück Emeric Pressburger Drama Romance War History
865,Arthur Lubin,Nelson Eddy,Susanna Foster,Claude Rains,Horror Romance Drama Music,phantom of the opera,Nelson Eddy Susanna Foster Claude Rains Arthur Lubin Horror Romance Drama Music
866,Henry King,Jennifer Jones,William Eythe,Charles Bickford,Drama,the song of bernadette,Jennifer Jones William Eythe Charles Bickford Henry King Drama
867,Zoltan Korda,Humphrey Bogart,Bruce Bennett,J. Carrol Naish,Action Adventure War,sahara,Humphrey Bogart Bruce Bennett J. Carrol Naish Zoltan Korda Action Adventure War
868,Alfred Hitchcock,Teresa Wright,Joseph Cotten,Macdonald Carey,Crime Thriller,shadow of a doubt,Teresa Wright Joseph Cotten Macdonald Carey Alfred Hitchcock Crime Thriller
869,Howard Hughes,Jack Buetel,Jane Russell,Thomas Mitchell,Action Adventure Western,the outlaw,Jack Buetel Jane Russell Thomas Mitchell Howard Hughes Action Adventure Western
870,Lambert Hillyer,Lewis Wilson,Douglas Croft,J. Carrol Naish,Action Adventure Crime Science Fiction Thriller War,batman,Lewis Wilson Douglas Croft J. Carrol Naish Lambert Hillyer Action Adventure Crime Science Fiction Thriller War
871,Henri-Georges Clouzot,Pierre Fresnay,Ginette Leclerc,Micheline Francey,Drama Thriller Crime Mystery,le corbeau,Pierre Fresnay Ginette Leclerc Micheline Francey Henri-Georges Clouzot Drama Thriller Crime Mystery
872,William A. Wellman,Henry Fonda,Dana Andrews,Mary Beth Hughes,Western Drama,the ox-bow incident,Henry Fonda Dana Andrews Mary Beth Hughes William A. Wellman Western Drama
873,Robert Stevenson,Orson Welles,Joan Fontaine,Margaret O'Brien,Drama Romance,jane eyre,Orson Welles Joan Fontaine Margaret O'Brien Robert Stevenson Drama Romance
874,Fritz Lang,Brian Donlevy,Walter Brennan,Anna Lee,Drama Thriller War,hangmen also die!,Brian Donlevy Walter Brennan Anna Lee Fritz Lang Drama Thriller War
875,Fred M. Wilcox,Roddy McDowall,Donald Crisp,May Whitty,Adventure Drama Family,lassie come home,Roddy McDowall Donald Crisp May Whitty Fred M. Wilcox Adventure Drama Family
876,Robert Siodmak,Lon Chaney Jr.,Robert Paige,Louise Allbritton,Fantasy Horror,son of dracula,Lon Chaney Jr. Robert Paige Louise Allbritton Robert Siodmak Fantasy Horror
877,Mark Robson,Richard Dix,Russell Wade,Edith Barrett,Thriller Mystery,the ghost ship,Richard Dix Russell Wade Edith Barrett Mark Robson Thriller Mystery
878,Jacques Tourneur,Frances Dee,Tom Conway,James Ellison,Drama Horror Fantasy,i walked with a zombie,Frances Dee Tom Conway James Ellison Jacques Tourneur Drama Horror Fantasy
879,Miguel M. Delgado,Cantinflas,Gloria Lynch,Estanislao Schillinsky,Comedy,el circo,Cantinflas Gloria Lynch Estanislao Schillinsky Miguel M. Delgado Comedy
880,William Roberts,Sterling Holloway,Clarence Nash,Joaquin Garay,Animation Family Music,the three caballeros,Sterling Holloway Clarence Nash Joaquin Garay William Roberts Animation Family Music
881,Billy Wilder,Fred MacMurray,Barbara Stanwyck,Edward G. Robinson,Crime Drama Mystery Thriller,double indemnity,Fred MacMurray Barbara Stanwyck Edward G. Robinson Billy Wilder Crime Drama Mystery Thriller
882,Otto Preminger,Gene Tierney,Dana Andrews,Clifton Webb,Drama Mystery,laura,Gene Tierney Dana Andrews Clifton Webb Otto Preminger Drama Mystery
883,George Cukor,Charles Boyer,Ingrid Bergman,Joseph Cotten,Thriller Drama Mystery Crime,gaslight,Charles Boyer Ingrid Bergman Joseph Cotten George Cukor Thriller Drama Mystery Crime
884,Luchino Visconti,Clara Calamai,Massimo Girotti,Dhia Cristiani,Crime Drama Romance,ossessione,Clara Calamai Massimo Girotti Dhia Cristiani Luchino Visconti Crime Drama Romance
885,Fritz Lang,Edward G. Robinson,Joan Bennett,Raymond Massey,Drama Thriller Mystery Crime,the woman in the window,Edward G. Robinson Joan Bennett Raymond Massey Fritz Lang Drama Thriller Mystery Crime
886,Vincente Minnelli,Judy Garland,Margaret O'Brien,Mary Astor,Comedy Drama Romance Family,meet me in st. louis,Judy Garland Margaret O'Brien Mary Astor Vincente Minnelli Comedy Drama Romance Family
887,Alfred Hitchcock,Tallulah Bankhead,William Bendix,Walter Slezak,War Drama,lifeboat,Tallulah Bankhead William Bendix Walter Slezak Alfred Hitchcock War Drama
888,Frank Capra,Cary Grant,Priscilla Lane,Raymond Massey,Comedy Crime,arsenic and old lace,Cary Grant Priscilla Lane Raymond Massey Frank Capra Comedy Crime
889,Leo McCarey,Bing Crosby,Barry Fitzgerald,Frank McHugh,Comedy Drama Music,going my way,Bing Crosby Barry Fitzgerald Frank McHugh Leo McCarey Comedy Drama Music
890,Erle C. Kenton,Boris Karloff,Lon Chaney Jr.,J. Carrol Naish,Horror,house of frankenstein,Boris Karloff Lon Chaney Jr. J. Carrol Naish Erle C. Kenton Horror
891,Charles Vidor,Rita Hayworth,Gene Kelly,Lee Bowman,Comedy Music Romance,cover girl,Rita Hayworth Gene Kelly Lee Bowman Charles Vidor Comedy Music Romance
892,Sergei Eisenstein,Nikolai Cherkasov,Lyudmila Tselikovskaya,Serafima Birman,Drama History,"ivan the terrible, part i",Nikolai Cherkasov Lyudmila Tselikovskaya Serafima Birman Sergei Eisenstein Drama History
893,Laurence Olivier,Laurence Olivier,Renée Asherson,Ralph Truman,Drama Action History,henry v,Laurence Olivier Renée Asherson Ralph Truman Laurence Olivier Drama Action History
894,Edward Dmytryk,Dick Powell,Claire Trevor,Anne Shirley,Crime Mystery Thriller,"murder, my sweet",Dick Powell Claire Trevor Anne Shirley Edward Dmytryk Crime Mystery Thriller
895,Fritz Lang,Ray Milland,Marjorie Reynolds,Carl Esmond,Crime Drama Mystery Thriller,ministry of fear,Ray Milland Marjorie Reynolds Carl Esmond Fritz Lang Crime Drama Mystery Thriller
896,Arthur Lubin,Maria Montez,Jon Hall,Turhan Bey,Action Adventure Fantasy Romance,ali baba and the forty thieves,Maria Montez Jon Hall Turhan Bey Arthur Lubin Action Adventure Fantasy Romance
897,Helmut Weiss,Heinz Rühmann,Karin Himboldt,Hilde Sessak,Comedy,the punch bowl,Heinz Rühmann Karin Himboldt Hilde Sessak Helmut Weiss Comedy
898,René Clair,Dick Powell,Linda Darnell,Jack Oakie,Fantasy Comedy Science Fiction,it happened tomorrow,Dick Powell Linda Darnell Jack Oakie René Clair Fantasy Comedy Science Fiction
899,Vittorio De Sica,Emilio Cigoli,Isa Pola,Luciano De Ambrosis,Drama,the children are watching us,Emilio Cigoli Isa Pola Luciano De Ambrosis Vittorio De Sica Drama
900,Albert Lewin,Hurd Hatfield,George Sanders,Donna Reed,Drama Fantasy Thriller Horror,the picture of dorian gray,Hurd Hatfield George Sanders Donna Reed Albert Lewin Drama Fantasy Thriller Horror
901,Billy Wilder,Ray Milland,Jane Wyman,Phillip Terry,Drama,the lost weekend,Ray Milland Jane Wyman Phillip Terry Billy Wilder Drama
902,David Lean,Celia Johnson,Trevor Howard,Stanley Holloway,Drama Romance,brief encounter,Celia Johnson Trevor Howard Stanley Holloway David Lean Drama Romance
903,Michael Curtiz,Joan Crawford,Jack Carson,Zachary Scott,Crime Drama,mildred pierce,Joan Crawford Jack Carson Zachary Scott Michael Curtiz Crime Drama
904,Roberto Rossellini,Aldo Fabrizi,Anna Magnani,Marcello Pagliero,Drama History War,"rome, open city",Aldo Fabrizi Anna Magnani Marcello Pagliero Roberto Rossellini Drama History War
905,John M. Stahl,Gene Tierney,Cornel Wilde,Jeanne Crain,Drama Romance Thriller,leave her to heaven,Gene Tierney Cornel Wilde Jeanne Crain John M. Stahl Drama Romance Thriller
906,Edgar G. Ulmer,Tom Neal,Ann Savage,Claudia Drake,Drama Thriller,detour,Tom Neal Ann Savage Claudia Drake Edgar G. Ulmer Drama Thriller
907,David Lean,Rex Harrison,Constance Cummings,Kay Hammond,Comedy Fantasy,blithe spirit,Rex Harrison Constance Cummings Kay Hammond David Lean Comedy Fantasy
908,Alfred Hitchcock,Ingrid Bergman,Gregory Peck,Michael Chekhov,Mystery Thriller Romance,spellbound,Ingrid Bergman Gregory Peck Michael Chekhov Alfred Hitchcock Mystery Thriller Romance
909,Howard Hawks,Humphrey Bogart,Walter Brennan,Lauren Bacall,Adventure Romance War,to have and have not,Humphrey Bogart Walter Brennan Lauren Bacall Howard Hawks Adventure Romance War
910,Erle C. Kenton,John Carradine,Onslow Stevens,Lon Chaney Jr.,Horror Science Fiction Fantasy,house of dracula,John Carradine Onslow Stevens Lon Chaney Jr. Erle C. Kenton Horror Science Fiction Fantasy
911,Charles Crichton,Mervyn Johns,Roland Culver,Mary Merrall,Horror Mystery Thriller,dead of night,Mervyn Johns Roland Culver Mary Merrall Charles Crichton Horror Mystery Thriller
912,George Sidney,Frank Sinatra,Kathryn Grayson,Gene Kelly,Comedy Fantasy Music Romance War,anchors aweigh,Frank Sinatra Kathryn Grayson Gene Kelly George Sidney Comedy Fantasy Music Romance War
913,René Clair,Barry Fitzgerald,Walter Huston,Louis Hayward,Crime Drama Mystery,and then there were none,Barry Fitzgerald Walter Huston Louis Hayward René Clair Crime Drama Mystery
914,Marcel Carné,Arletty,Jean-Louis Barrault,Pierre Brasseur,Drama Romance,children of paradise,Arletty Jean-Louis Barrault Pierre Brasseur Marcel Carné Drama Romance
915,Fritz Lang,Edward G. Robinson,Joan Bennett,Dan Duryea,Drama Thriller Crime,scarlet street,Edward G. Robinson Joan Bennett Dan Duryea Fritz Lang Drama Thriller Crime
916,Peter Godfrey,Barbara Stanwyck,Dennis Morgan,Sydney Greenstreet,Comedy Romance,christmas in connecticut,Barbara Stanwyck Dennis Morgan Sydney Greenstreet Peter Godfrey Comedy Romance
917,John Ford,Robert Montgomery,John Wayne,Donna Reed,Drama War,they were expendable,Robert Montgomery John Wayne Donna Reed John Ford Drama War
918,Leo McCarey,Bing Crosby,Ingrid Bergman,Henry Travers,Comedy Drama,the bells of st. mary's,Bing Crosby Ingrid Bergman Henry Travers Leo McCarey Comedy Drama
